id,正文,原始图片url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,是否原创,原始用户id,原始用户昵称,原始微博id,原始微博正文,原始微博原始图片url,原始微博位置,原始微博日期,原始微博工具,原始微博点赞数,原始微博评论数,原始微博转发数,原始微博话题,原始微博@用户
4354148851854241,COOL//@林登万大人:卧槽,,,2019-03-26,iPhone X(深空灰),94,10,14,,林登万大人,False,2478838621,神店通缉令,4338112379001458,骷髅木炭，简直是#硬核烧烤# ,"https://wx4.sinaimg.cn/large/93c0135dgy1g016fefiz4j21400u0dkd.jpg,https://wx3.sinaimg.cn/large/93c0135dgy1g016ffxgidj20xc0p0jyc.jpg,https://wx3.sinaimg.cn/large/93c0135dgy1g016fhq1s9j20xc0p0gvu.jpg,https://wx2.sinaimg.cn/large/93c0135dgy1g01rx2cus2j20go0wytdd.jpg",,2019-02-10,微博 weibo.com,10607,2547,8803,硬核烧烤,
4354135593723078,收钱吗？,,,2019-03-26,iPhone X(深空灰),85,6,2,,,False,1544062044,Peter羊,4354134569950409,聊会儿，真诚的！ ,,,2019-03-26,iPhone客户端,6,63,41,,
4354132930296008,🐶哥最新观点，我对🐶哥真爱，不评价。 ,https://wx4.sinaimg.cn/large/006e6wE5ly1g1gad2b9g8j30u01sz47j.jpg,,2019-03-26,iPhone X(深空灰),177,110,20,,,True
4354128593327873,他试试砸着出能出多少，结果下面没啥人，那就慢慢出了,,,2019-03-26,iPhone X(深空灰),123,22,13,,,False,5812418612,烟花璀璨201512,4354115758701916,奶妈你看宁波银行这一単撒？@Kevinqin008 ,https://wx4.sinaimg.cn/large/006lmjBigy1g1g8e8oa7pj317c17cqv5.jpg,,2019-03-26,vivo X5Pro,1,1,14,,Kevinqin008
4354115682938739,一哥格局很大,,,2019-03-26,iPhone X(深空灰),97,25,14,,,False,2861590343,绵州一哥,4354113757647024,不管幸福与否，在每段婚姻中，我们都会有至少100次掐死对方的冲动瞬间，50次分手/离婚的念头，而这样的婚姻不一定就是不幸的。婚姻本来就是两个不同的人走到一起，必然要经历各种磨合，能走到最后才是真爱。同样，任何一轮牛市，在上涨的过程中都伴随着调整，甚至有的非常剧烈（比如2013年的6月份，竟然打出新低）你至少有N次会懊恼为什么不高位卖掉？你也会有N+1次后悔为什么要过早的下车。正是因为这一次次的懊恼才有了交易的双方和市场，也才不断的抬高了市场的平均持仓成本。 一轮行情的卖点只有一个，那就是牛市结束的时候。而对于一个具体公司，那就仁者见仁智者见智了，不过案例有一个：那些天天热衷猜底断顶，并以此彰显自己的那些人的收益率几乎没有一个比的上持有万科的刘元生先生。婚姻如此，市场如此，公司也是一样。记市场跌破3000点，大多数人认为行情结束之际。,https://wx3.sinaimg.cn/large/aa906747ly1g1g86y805eg20go09eb2q.gif,,2019-03-26,搜狗高速浏览器,109,34,71,,
4354112931847303,回复@裘成仙:C已经开始，哪天我觉得OK了，我才去上节目，水平有限，就专门等简单的题目//@裘成仙:秦老师说过有abc三波的，不走完不急着进场//@Kevinqin008:水逆都没结束，我迷信炒股，一点不急。周五说不定迷信买100股看看效果,,,2019-03-26,iPhone X(深空灰),189,55,17,,"裘成仙,裘成仙,Kevinqin008",False,5705221157,Kevinqin008,4354083483845583,才10个不到老流氓又要有种别走了，扩大到三位数，就没种了 ,,,2019-03-26,iPhone X(深空灰),151,13,35,,
4354098252026315,分类指数下跌速度比较看，继续😪 ,,,2019-03-26,iPhone X(深空灰),170,31,8,,,True
4354086424184771,水逆都没结束，我迷信炒股，一点不急。周五说不定迷信买100股看看效果//@程老湿爱吐槽:你别猴急啊！大家都是有成本的，交易量还在这个高度，别指望舒服捡好东西,,,2019-03-26,iPhone X(深空灰),143,25,27,,程老湿爱吐槽,False,5705221157,Kevinqin008,4354083483845583,才10个不到老流氓又要有种别走了，扩大到三位数，就没种了 ,,,2019-03-26,iPhone X(深空灰),151,13,35,,
4354083483845583,才10个不到老流氓又要有种别走了，扩大到三位数，就没种了 ,,,2019-03-26,iPhone X(深空灰),151,13,35,,,True
4354077032950710,守住自己的模式，知道进退，不涉足不了解的部分，快慢都能赚钱,,,2019-03-26,iPhone X(深空灰),217,21,13,,,False,5900860533,高铁的列车,4354075111724836,3月26日午间观点：指数竟然一口气跌到了3000点附近，那一段快牛阶段彻底没有了。如果你那一段没有吃到大段利润，再加上频繁操作后，利润垫子也多数不会厚。上周喊了一个礼拜的控制仓位若没有执行，那么这两根大阴线下来，很多人的利润会颗粒不剩了。没办法，这就是残酷的资本博弈！这就是为啥多数人来市场里赢不到钱的结局。老股民可以笨一些保守一些，至少本金在盈利拿出去也能保住。新手蛋子股神很多，但往往都是过客。到头来也是颗粒无收。短线做成长线。    对于我自己，因为拿出去了160万利润，自然心态会好很多，自然操作起来也游刃有余。早盘复旦复华做过高抛，13以下分批吃回。东方依然耐心做。我仍然坚定自己的模式，一只老妖和一只新妖，老妖博弈的是调整已经够长，新妖博弈的是新鲜弹性。就是这个逻辑。希望今天能够逆势中赚钱！加油咯！,,,2019-03-26,iPhone 7 Plus(亮黑色),30,5,16,,
4354071441560335,好像现在和日本关系处于蜜月期，只要在经济上压力都很大，抱团取暖,,,2019-03-26,iPhone X(深空灰),105,10,2,,,False,1524257537,买买提X,4354071081206274,一边中国游客疯狂去日本购物旅游，如果还一边宣传反日，那不是精分是啥。去年克强总理访日标志着中日关系回暖且在历史上较好的时期，媒体就不要炒了，估计也不让炒。 ,"https://wx3.sinaimg.cn/large/5ada5301ly1g1g37ht80pj20s10cut9f.jpg,https://wx4.sinaimg.cn/large/5ada5301ly1g1g3j7p5hxj20gr0ecjsi.jpg",,2019-03-26,微博 weibo.com,47,27,14,,
4354070028148732,,,,2019-03-26,iPhone X(深空灰),123,8,6,,,False,1669616825,程老湿爱吐槽,4354068920913828,该警示风险的话，几天前都已经说完了，现在…… “我什么都不说”刀子捅到肉里再叫惨，怪谁呢？ 不承认自己是老实人，想做聪明人，结果当然自己扛我玩，因为输得起，我玩，因为会算账，我玩，因为知道自己几斤几两。你知道？你是了解老湿在做什么还是了解你自己在做什么？别跟老湿比，凭什么比？都是成年人，首先要对自己的行为负责，而不是指望别人替你负责。---------------------嗯，这些都是跟新粉说的，老粉不需要提醒,,,2019-03-26,微博 weibo.com,287,37,40,,
4354065641326263,都很关心狗哥，这是早上最后一条，大概就是正常调整空间不大，别慌的意思 ,https://wx4.sinaimg.cn/large/006e6wE5ly1g1g2n5eio3j30u01szne0.jpg,,2019-03-26,iPhone X(深空灰),142,78,12,,,True
4354060297482594,凭实力单身，没话说,,,2019-03-26,iPhone X(深空灰),129,11,13,,,False,2861590343,绵州一哥,4354059546683997,今日午评：多头VS空头。 ,https://wx2.sinaimg.cn/large/aa906747ly1g1g1x5c85ig203m06fu0x.gif,,2019-03-26,iPhone X,37,9,30,,
4354054891627750,这就是菊部很热啊，今天热完明天被捅//@程老湿爱吐槽:猪猪不是热点题材吗？你看不起🐷,,,2019-03-26,iPhone X(深空灰),109,15,0,,程老湿爱吐槽,False,2177245391,黄鱼Veda,4354052982337594,今天的市场是比昨天的弱，今天猪猪不拖后腿了，但是热点题材却没有了。 ,,,2019-03-26,微博 weibo.com,34,16,27,,
4354053494502537,下次来上海带他去海底捞，只准吃肉不吃素菜，吃到扶墙不然不许走//@布莱德雷将军:回复@混沌与概率1997:靠，有种放学别走....一起去吃麦当劳//@混沌与概率1997:你等着，下次你没买的票涨停我天天爱特你,,,2019-03-26,iPhone X(深空灰),114,11,0,,"布莱德雷将军,混沌与概率1997,混沌与概率1997",False,5681770827,布莱德雷将军,4354044174432043,哦，看明白了，今天的热点，是@混沌与概率1997 的“拍大腿”概念股 ,,,2019-03-26,360安全浏览器,96,50,35,,混沌与概率1997
4354047471747106,"ZZ1000,我等着你，看你牛到啥程度 ",,,2019-03-26,iPhone X(深空灰),157,24,2,,,True
4354044769624188,我是华东师范大学毕业的，但这不保证我每个汉字都认识，你就是斯坦福的，也不是每个英文单词都认识吧。知之为知之不知为不知，安排的明明白白，才能做老师 ,,,2019-03-26,iPhone X(深空灰),334,82,7,,,True
4354043784797836,今天的低买力量其实很弱，万一有个风吹草动，不排除下午再杀一把拉尾盘来过度。大妈貌似有点害怕了，也不可能都买到热点上还赚钱没被闷。 ,,,2019-03-26,iPhone X(深空灰),178,18,5,,,True
4354042866075733,今天走中继形态的话，量要进到3000左右了上海，除非下午出波动。 ,,,2019-03-26,iPhone X(深空灰),157,15,4,,,True
4354040009581053,回复@闷声发财喝咖啡:谢谢，那个字我真不认识，懒的查，读贱比较顺口，文盲一般都懒//@闷声发财喝咖啡:电影，艋胛（jia）//@Kevinqin008:我没文化了，猛贱是什么书,,,2019-03-26,iPhone X(深空灰),115,30,5,,"闷声发财喝咖啡,闷声发财喝咖啡,Kevinqin008",False,1669616825,程老湿爱吐槽,4354020741068567,你知道吗？风往哪个方向吹，草就要往那个方向倒。年轻的时候，我也曾经以为自己是风，可是最后遍体鳞伤，我才知道，原来我们都是草。by《艋舺》 ,,,2019-03-26,微博 weibo.com,278,15,61,,
4354035878117936,高盛真会玩，科创还没发，已经算出市值可以2万亿美元了 ,,,2019-03-26,iPhone X(深空灰),136,12,1,,,True
4354030744270733,今天和昨天又不同，大妈防御力降的好快啊？没血了？ ,,,2019-03-26,iPhone X(深空灰),151,28,2,,,True
4354029595804904,今天的第一个跌停，比往日来的都早 ,,,2019-03-26,iPhone X(深空灰),148,14,2,,,True
4354028747501502,我没文化了，猛贱是什么书,,,2019-03-26,iPhone X(深空灰),83,29,10,,,False,1669616825,程老湿爱吐槽,4354020741068567,你知道吗？风往哪个方向吹，草就要往那个方向倒。年轻的时候，我也曾经以为自己是风，可是最后遍体鳞伤，我才知道，原来我们都是草。by《艋舺》 ,,,2019-03-26,微博 weibo.com,278,15,61,,
4354028588548062,请问目前是哪一种,,,2019-03-26,iPhone X(深空灰),93,11,6,,,False,1669616825,程老湿爱吐槽,4354024888928507,锚定指数，首先要了解指数有三种趋势结构，震荡趋势、上升趋势、下降趋势。你不可能提前知道指数将要走什么趋势，但可以右侧确认指数处于什么结构中。作为应对，知道这么多就可以了。所谓应对，是指你的净值维护策略要针对当前指数趋势做一一对应。指数运行在震荡趋势，你要做的就是把杠杆系数调低，缩小净值运行区间，角度趋平缓。指数运行在上升趋势，你要做的就是做好日内对冲，大面积撒网多换手来降低亏损交易占比，尽可能保持净值上升角度指数运行在下降趋势，初段下跌你多少会挨（不逃顶），一旦确认趋势成立，马上锁住净值截断亏损，缩小杠杆扭转净值角度，维持较小区间波动，直到下跌趋势改变。,https://wx1.sinaimg.cn/large/638454b9gy1g1fxy95varj20wq0l6454.jpg,,2019-03-26,微博 weibo.com,254,34,155,,
4354024180073104,国际实业，又一个空间板覆灭，刺激 ,,,2019-03-26,iPhone X(深空灰),91,11,2,,,True
4354014022243770,回复@索里亚诺505:因为调整不敢买发展到调整就敢买了啊，认为上涨的确定性很高了//@索里亚诺505:怎么还在涨那//@Kevinqin008:可以，厉害,,,2019-03-26,iPhone X(深空灰),110,13,8,,"索里亚诺505,索里亚诺505,Kevinqin008",False,5051077448,快兰斯24小时财经直播,4354011425649408,实时播报：截至03月25日，上交所融资余额报5542.18亿元，较前一交易日增加50.57亿元；深交所融资余额报3552.91亿元，较前一交易日增加27.63亿元；两市合计9095.09亿元，较前一交易日增加78.2亿元。...（微信24小时播报：FinancebeCom4） ,,,2019-03-26,微博Win8客户端,4,6,24,,
4354012600580666,可以，厉害,,,2019-03-26,iPhone X(深空灰),81,18,18,,,False,5051077448,快兰斯24小时财经直播,4354011425649408,实时播报：截至03月25日，上交所融资余额报5542.18亿元，较前一交易日增加50.57亿元；深交所融资余额报3552.91亿元，较前一交易日增加27.63亿元；两市合计9095.09亿元，较前一交易日增加78.2亿元。...（微信24小时播报：FinancebeCom4） ,,,2019-03-26,微博Win8客户端,4,6,24,,
4354010713026788,其实现在斗鱼和一些直播的模式，是可以赚钱的，只要监管部门还没有发现和禁止。抽奖是个什么东西，相信自己是很清楚的，擦边球打的好,,,2019-03-26,iPhone X(深空灰),84,21,5,,,False,1641561812,经济观察报,4354009424700413,【多次被传裁员的斗鱼去年收入40亿，计划年内启动赴美上市】2018年对于斗鱼来说是不好过的一年。这一年，斗鱼的竞争对手虎牙抢先上市，夺得游戏直播第一股的称号。斗鱼上市却屡次受挫，去年一年，关于斗鱼上市的消息多次被媒体曝出，上市传闻地点也从香港改到了美国，此次《湖北日报》报道称，斗鱼计划年内启动赴美上市。多次被传裁员的斗鱼去年收入40亿，计划年内启动赴美上市,https://wx2.sinaimg.cn/large/61d83ed4ly1g1fi7n0dnyj20i208hn4j.jpg,,2019-03-26,微博 weibo.com,14,6,10,,
4354007454044289,感觉今天会走成中继，所以很无聊，精彩的还要等等 ,,,2019-03-26,iPhone X(深空灰),188,41,10,,,True
4354002747615431,谁给我科普下，太空互联网，这题材发明能力太强了 ,,,2019-03-26,iPhone X(深空灰),148,62,7,,,True
4353995512898609,以及男性@混沌与概率1997 //@pkuwd://@吴向宏_投资无国界:干货。值得广大可能被家暴的女性（以及男性）朋友们收藏,,,2019-03-26,iPhone X(深空灰),70,19,41,,"混沌与概率1997,pkuwd,吴向宏_投资无国界",False,1863735295,遇见吴杰臻,4353791535138514,在家暴案件中，最难的不是证明自己受伤，而是证明是谁打的。被施暴者最大的“敌人”其实是不作为的派出所，大部分家暴得不到救济几乎都是因为派出所不作为所致。这就造成施暴者变本加厉施暴的外因。本文总结了17个与派出所周旋的技巧。  老公全家打我，警察说：如果你们不是夫妻，我随时拘留他！ ,,,2019-03-25,微博 weibo.com,12864,1667,33093,,
4353876662883177,狗城？自我感觉太好了吧，如果暴雪做的我买，狗城算个屁,,,2019-03-25,iPhone X(深空灰),79,28,2,,,False,1698884741,尤利乌斯·Alter,4353865694202888,“魔兽世界当年在中国的玩家，现在不少都是中产和高管，购买力强大，凭借他们对九城这么多年的情感，说不定会考虑买FF车。”当年的魔兽玩家对狗城的情感。。。好像不是这种情感吧 ,https://wx1.sinaimg.cn/large/6542ec85ly1g1fg5ezyojj20tv1hhjzu.jpg,,2019-03-25,小米MIX 2 全面屏手机,4,11,13,,
4353873827355633,@风林火山行者 抢饭碗的你不管？,,,2019-03-25,iPhone X(深空灰),90,8,57,,风林火山行者,False,2013960857,南江何佳,4353853094940518,做完最后一个涨停板就扔掉的游资 ,https://wx3.sinaimg.cn/large/780a9a99ly1g1fe7sivwsg20b406ab2c.gif,,2019-03-25,iPhone 8 Plus,149,46,91,,
4353873017422334,电动爹可以有，骗子必须死,,,2019-03-25,iPhone X(深空灰),102,12,9,,,False,1988800805,凤凰网财经,4353851937034116,【股价腰斩市值跌超百亿，又要裁员3％！蔚来汽车还有未来么】月初，蔚来汽车发布了其上市以来首份财报，高达96.4亿元人民币的巨额亏损让投资者用脚投票，股价直接暴跌超20%。在财报发布的同时，蔚来宣布将暂停在上海嘉定的自建工厂项目；随后又被曝出交付数量存猫腻、公司正大量裁员等负面消息。近期，蔚来CEO李斌发表内部信，承认蔚来汽车出现了人员的冗余，今年上半年要对现有团队进行3%的优化。蔚来汽车还有未来么？股价腰斩市值跌超百亿，又要裁员3％！蔚来汽车还有未来么,"https://wx2.sinaimg.cn/large/768ab125ly1g1fe037u44j20fi0gfq4v.jpg,https://wx1.sinaimg.cn/large/768ab125ly1g1fe030vcvj20fi07kmyd.jpg,https://wx3.sinaimg.cn/large/768ab125ly1g1fe03e2brj20e10f0abn.jpg,https://wx1.sinaimg.cn/large/768ab125ly1g1fe03k7d7j20fe0ra0vy.jpg,https://wx4.sinaimg.cn/large/768ab125ly1g1fe03pwy1j20fi0qt0vq.jpg,https://wx2.sinaimg.cn/large/768ab125ly1g1fe3gl1doj20hs0aek1y.jpg",,2019-03-25,,126,110,56,,
4353866768395675,谢谢瞎哥//@天津股侠:这些股年报后都可能被带上ST，注意风险！,,,2019-03-25,iPhone X(深空灰),91,25,41,,天津股侠,False,1776830283,同花顺,4353836984507389,【业绩排雷名单】【盈方微：自3月27日公司股票交易被实施其他风险警示】盈方微晚间公告，鉴于公司美国数据中心租赁业务已与客户终止合作并在合同终止的三个月内尚未恢复正常，且公司预计该业务在未来三个月内仍难以恢复，公司股票触及其他风险警示情形。自3月27日公司股票交易被实施其他风险警示。股票简称变更为“ST盈方”。公司股票交易于3月26日停牌一天。,https://wx2.sinaimg.cn/large/69e8474bly1g1fcd19ny7j20mg2eq7wh.jpg,,2019-03-25,专业版微博,173,58,893,,
4353822354150459,说实话，有些经济学家和首席，真的很“学术”，改革？哪次不是在老路完全走不下去的时候才发生的？降低金融和地产泡沫降低地租提高企业ROE真的可行？你以为企业的需求是哪里来的？天上掉下来的？ ,,,2019-03-25,iPhone X(深空灰),248,51,25,,,True
4353817468083273,还没睡醒,,,2019-03-25,iPhone X(深空灰),119,21,16,,,False,2337530130,刘煜辉lyhfhtx,4226590172724956,短线敲诈服务开放市场，中线谋的是资本竞争（全球化代工产业链重构）。你看看人家的章法。对外提关税，对内降企业所得税。我们出牌的策略重点应该在哪里?降低成本，压缩国内的金融泡沫和资产泡沫。抑制房地产部门的资产创造，抑制金融交易性环节的活动，显著降低金融交易的收益率，抑制债务信用创造，减少巨大的挤出效应（特别是昂贵的地租），让产业资本ROE能止跌回稳转升，创造条件（有深度、有广度、能融资资本市场）来推动产业升级和技术创新。光靠减少挤出肯定是不够的，根本还是要推进改革，来推动分配结构从政府和资产部门府向私人部门和产业部门大幅度的转移。比方说财政政策要从投资转向为企业服务，为企业减负、减费，帮助企业降低成本；比方说让劳动力和土地市场变得更加流动，提高劳动力等要素的使用效率。,,,2018-04-08,iPhone X,727,435,1173,,
4353817217046371,唉，这哥们每年的投资都是这么的大，也没见弄出来啥，真有钱是真的,,,2019-03-25,iPhone X(深空灰),138,38,7,,,False,1738092885,55168论坛-上市公司调研网,4353815190509264,【京东方A：2018年净利同比下降55% 拟10派0.3元】京东方A晚间披露2018年年报，公司实现营收971.09亿元，同比增长3.53%；净利润34.35亿元，同比下降54.6%；基本每股收益0.10元。公司拟每10股派现0.3元。公司拟于北京市房山区投资建设北京京东方生命科技产业基地项目（一期），项目总投资136亿元，其中智慧医工核心能力中心项目83亿元，数字医院项目（一期）53亿元。,,,2019-03-25,iPhone 8 Plus,8,7,17,,
4353816209441575,唉，我其实一直不忍心说，他们就是冲着你来的,,,2019-03-25,iPhone X(深空灰),196,17,7,,,False,1669616825,程老湿爱吐槽,4353815861791837,其实我是最不希望接下来几天市场下跌的人  本月还没挣到钱，连续五个月盈利的记录有点悬 ,,,2019-03-25,微博 weibo.com,238,47,15,,
4353799671398913,不可能加了，基本要启动新一轮宽松了，就看时间吧,,,2019-03-25,iPhone X(深空灰),173,20,20,,,False,5051077448,快兰斯24小时财经直播,4353798472069475,实时播报：美联储哈克： 预计今年“最多”加息一次。 继续认为前景积极，2019年经济增速将在2%上方。 ,,,2019-03-25,微博Win8客户端,5,0,22,,
4353790024584064,我充钱还不行吗//@混沌与概率1997:帅炸，还好不会玩达摩，果断不氪。但如果出了处女座嬴政（同样具有悬浮感）皮肤，估计我就忍不住要从v1变回v8了,,,2019-03-25,iPhone X(深空灰),70,27,5,,混沌与概率1997,False,5860443567,王者荣耀君,4352790761479901,达摩黄金狮子座·艾欧里亚原画正式曝光，出场动画金光闪闪，喜欢吗王者荣耀 ,"https://wx3.sinaimg.cn/large/006oBP5lly1g1c07aacruj30p00e6gp2.jpg,https://wx4.sinaimg.cn/large/006oBP5lly1g1c07apmigg30dw07t4qp.gif,https://wx3.sinaimg.cn/large/006oBP5lly1g1c07b00org30dw07t7wh.gif,https://wx3.sinaimg.cn/large/006oBP5lly1g1c07bepr4g30dw07squw.gif,https://wx3.sinaimg.cn/large/006oBP5lly1g1c07bqoprg30dw07t4qp.gif,https://wx2.sinaimg.cn/large/006oBP5lly1g1c07c61v5g30dw07t1kx.gif,https://wx4.sinaimg.cn/large/006oBP5lly1g1c07cli51g30dw07te81.gif,https://wx4.sinaimg.cn/large/006oBP5lly1g1c07cxkufg30dw07tb29.gif,https://wx3.sinaimg.cn/large/006oBP5lly1g1c07d35nvj31mx0u0qa9.jpg",,2019-03-22,最帅荣耀君Android,205,444,48,,
4353789023186764,今天好多是这种自己的板咬着牙也要打完,,,2019-03-25,iPhone X(深空灰),114,24,9,,,False,5900860533,高铁的列车,4353784270031062,长江通信的龙虎榜买盘太单一了吧， ,https://wx3.sinaimg.cn/large/006rlpnTgy1g1f6bt5udij30yi1pcqjk.jpg,,2019-03-25,iPhone 7 Plus(亮黑色),5,3,10,,
4353779878593427,过去是个满有灵气的小孩啊//@黄鱼Veda:素质极低，水平极差，人品极恶！,,,2019-03-25,iPhone X(深空灰),72,38,11,,黄鱼Veda,False,2042473977,虎扑中超,4353767887526784,#2019中国杯# 中国杯季军赛正在进行，国足半场0-1落后乌兹别克斯坦。上半场比赛，韦世豪身后爆铲对方球员，导致后者直接受伤下场。慢镜头显示，韦世豪在爆铲对手吃到黄牌后，还用三字经问候了对方球员或裁判。 ,https://wx1.sinaimg.cn/large/79bdadf9ly1g1f4g216wgg20aq0527wi.gif,,2019-03-25,iPhone客户端,45,233,228,2019中国杯,
4353777974845188,画风不能接受，像粗糙的国产动画//@混沌与概率1997:瞬变成女人了，一辉秒变妹控,,,2019-03-25,iPhone X(深空灰),59,8,3,,混沌与概率1997,False,1969176463,游民星空,4353696957804367,【Netflix《十二宫骑士：圣斗士星矢》日文配音版预告公布 定档7月19日】近日，由Netflix打造的《十二宫骑士：圣斗士星矢》宣布定档7月19日，并曝光日文配音版中字预告片。《十二宫骑士：圣斗士星矢》由芦野芳晴监制，好莱坞团队打造剧本，东映动画负责制作，共12集，每集30分钟 游民星空的微博视频,,,2019-03-25,微博视频,91,62,108,,
4353766298226351,意思是离婚以后不是一致行动人，可以翻倍减了？//@程老湿爱吐槽:干得漂亮,,,2019-03-25,iPhone X(深空灰),117,19,33,,程老湿爱吐槽,False,5242156161,摩尔金融,4353751642352220,【益生股份董事长曹积生与妻子姜小鸿一年减持套现约4.12亿元 3月23日离婚】2018年3月至2019年3月，约一年左右时间，益生股份(002458.SZ)实际控制人、董事长曹积生与妻子姜小鸿连续两次发布一致行动人减持计划，两次减持计划共计套现约4.12亿元。 ,,,2019-03-25,UC浏览器电脑版,21,19,69,,
4353764901567751,剩下四天，主板跌3，创业板跌8，就这么定了，不然我牛皮要吹不下去了 ,,,2019-03-25,iPhone X(深空灰),339,95,22,,,True
4353763772482641,别拿90个涨停说事，你有？你有多少？你跑了换不换？你以为你不会挨刀？ ,,,2019-03-25,iPhone X(深空灰),194,30,8,,,True
4353750707355159,,,,2019-03-25,iPhone X(深空灰),71,12,5,,,False,2861590343,绵州一哥,4353670839954285,有个配置仓涨停了，我给小伙伴们普及逻辑，从行业发展情况到市场对其误解，到业绩增长最后到前景，简明扼要的哔哔20多分钟，最后那个91年的小孩说，东哥其实就是因为科创板。。。 那科创板，平安还参股那么多？讯飞还参股的都是独角兽呢？咋没涨？？我不管，我不管，就是因为我的逻辑 绵州一哥的微博视频,,,2019-03-25,iPhone X,41,29,15,,
4353750401246211,有没有人觉得明天军工只会做多一个涨停？ ,,,2019-03-25,iPhone X(深空灰),160,37,1,,,True
4353685628662927,你没有想到大校老师真的以为你在夸他吧//@真当没想到:回复@李大霄://@李大霄:,,,2019-03-25,iPhone X(深空灰),128,36,11,,"真当没想到,李大霄,李大霄",False,1914186435,真当没想到,4351510840252553,这两天，很多大V宣称这波牛市是他第一个喊出来的，对此，本员外深感不屑。我证明这波牛市第一个喊出来的应该是李大霄老师。因为他从15年的8月份2850开始就开始喊“牛市”，全网没一个比他早。 ,,,2019-03-19,360安全浏览器,169,47,38,,
4353684554984396,大票资金模式有左侧有右侧，小票几乎全是做右侧的，所以千万不要破位哦 ,,,2019-03-25,iPhone X(深空灰),205,28,23,,,True
4353674807848048,回复@阿诺德罗:年初大家也是这么说的，只有歪果仁买票，傻子//@阿诺德罗:感觉恐慌的好像只是外资，内资不怎么慌,,,2019-03-25,iPhone X(深空灰),167,21,15,,"阿诺德罗,阿诺德罗",False,5705221157,Kevinqin008,4353672089371347,攻防是倒转了，就是大妈防御贼高，不详牛魔 ,,,2019-03-25,iPhone X(深空灰),180,40,21,,
4353672089371347,攻防是倒转了，就是大妈防御贼高，不详牛魔 ,,,2019-03-25,iPhone X(深空灰),180,40,21,,,True
4353670101934630,大的主动买单我没看见啥，今天这个委托买单可是超级高，低吸不追高，看来聪明人太多了 ,,,2019-03-25,iPhone X(深空灰),210,21,15,,,True
4353667559529849,量稍微放大，不过也就是4200到4500的级别，现在摊子可大多了，谁让消息多热点多哪，顶一字一时爽，一直顶一字一直爽。 ,,,2019-03-25,iPhone X(深空灰),178,13,2,,,True
4353666490290729,爱的热点转圈圈，转的我没有黑夜白天 ,,,2019-03-25,iPhone X(深空灰),169,15,1,,,True
4353660152422783,还是满热情的，也就低开一个多点，看香港给多大压力了 ,,,2019-03-25,iPhone X(深空灰),148,15,2,,,True
4353659322086386,唉，100股没有一字，睡觉去了 ,,,2019-03-25,iPhone X(深空灰),161,28,1,,,True
4353427263943243,你不是有马的吗？骑出来发照片看看//@道士与骑士:卧槽。。。这马真漂亮,,,2019-03-24,iPhone X(深空灰),115,30,25,,道士与骑士,False,1784473157,中国新闻网,4352756896560936,【上海街头凌晨上演“九骏图” 九匹名贵赛马“越狱”悠闲散步 】18日凌晨3时许，上海街头有九匹骏马在悠然“散步”。民警分析，可能是辖区一家马场的，立即联系该马场的负责人。在饲养员赶到后，马儿乖顺地回到主人的身边。负责人称，这些都是比赛马，价格非常昂贵。这次从马棚里溜出来，系门没关好所致。（李姝徵 郑莹莹） @中新视频 中国新闻社的秒拍视频,,,2019-03-22,360安全浏览器,10195,3194,13620,,中新视频
4353308367731410,我好像在离最高点早跑了少赚10%吧，你踹他是后面了,,,2019-03-24,iPhone X(深空灰),151,23,2,,,False,1669616825,程老湿爱吐槽,4352571475487285,上海普天要退市了？ 依稀记得它开始走下坡路的第一脚是我踹的  @Kevinqin008 对不？ ,,,2019-03-22,微博 weibo.com,122,12,5,,Kevinqin008
4353286918148252,这种补贴就该取消//@陈如是说:看评论。好多人异口同声，这些车和共享汽车公司就是骗补的道具。//@金山之陆:造车的企业卖给自己注册的共享汽车公司，又能骗补，又能做高销售，美化财务报表。,,,2019-03-24,iPhone X(深空灰),119,13,35,,"陈如是说,金山之陆",False,1638782947,新浪财经,4353281624526218,【#共享汽车坟场#也来了？超5千辆共享汽车停钱塘江边，停车费一年几万】3月23日，浙江杭州。拍客发现钱塘江边有三个停放共享电动汽车的停车场，估计共有5000多辆，场面壮观。据了解，这批车属老旧车问题车。一村民称，汽车公司租用空地，一年付三到五万停车费，车子平时没人管理。@一手Video 一手video的秒拍视频,,,2019-03-24,微博 weibo.com,1195,515,940,共享汽车坟场,一手Video
4353285727146483,昨天跟上了进度，发现二哥变身以后最男人，浪子回头果然比傻子抬头更有魅力。,,,2019-03-24,iPhone X(深空灰),158,17,9,,,False,6074504494,房产工科男,4353271441762657,《都挺好》之所以这么多人看，我觉得有三个热点。一是现在社会的亲情关系，比如剧中家庭内部资源分配；二是父母养老问题，独生子女压力更大；三是保护家庭财产问题，比如保姆过来加名字。不作不闹给首付，愿意给你带孩子， 身体健康不给子女惹事，轮上这种父母你算走了大运。 ,,,2019-03-24,烧烤火锅Android,223,90,251,,
4353280412426746,我买//@程老湿爱吐槽:本世纪的爱迪生//@亚东:真.钢铁发明家！//@曹增辉:哈哈哈,,,2019-03-24,iPhone X(深空灰),79,22,19,,"程老湿爱吐槽,亚东,曹增辉",False,3108949955,手工耿,4353067975305767,一个让你随时随地都能静静的帽子#手工耿的手工# 手工耿的微博视频 ,,,2019-03-23,,38071,10104,8897,手工耿的手工,
